REF_DATE,GEO,UOM,VALUE,Province,Fuel Type
2016-11,"Halifax, Nova Scotia",Cents per litre,110.8,Nova Scotia,Premium
2016-12,"Halifax, Nova Scotia",Cents per litre,113.9,Nova Scotia,Premium
2017-01,"Halifax, Nova Scotia",Cents per litre,119.6,Nova Scotia,Premium
2017-02,"Halifax, Nova Scotia",Cents per litre,112.4,Nova Scotia,Premium
2017-03,"Halifax, Nova Scotia",Cents per litre,111.0,Nova Scotia,Premium
2017-04,"Halifax, Nova Scotia",Cents per litre,119.6,Nova Scotia,Premium
2017-05,"Halifax, Nova Scotia",Cents per litre,114.6,Nova Scotia,Premium
2017-06,"Halifax, Nova Scotia",Cents per litre,112.1,Nova Scotia,Premium
2017-07,"Halifax, Nova Scotia",Cents per litre,111.8,Nova Scotia,Premium
2017-08,"Halifax, Nova Scotia",Cents per litre,115.4,Nova Scotia,Premium
2017-09,"Halifax, Nova Scotia",Cents per litre,124.5,Nova Scotia,Premium
2017-10,"Halifax, Nova Scotia",Cents per litre,115.6,Nova Scotia,Premium
2017-11,"Halifax, Nova Scotia",Cents per litre,124.8,Nova Scotia,Premium
2017-12,"Halifax, Nova Scotia",Cents per litre,120.7,Nova Scotia,Premium
2018-01,"Halifax, Nova Scotia",Cents per litre,124.0,Nova Scotia,Premium
2018-02,"Halifax, Nova Scotia",Cents per litre,123.0,Nova Scotia,Premium
2018-03,"Halifax, Nova Scotia",Cents per litre,122.9,Nova Scotia,Premium
2018-04,"Halifax, Nova Scotia",Cents per litre,133.0,Nova Scotia,Premium
2018-05,"Halifax, Nova Scotia",Cents per litre,139.2,Nova Scotia,Premium
2018-06,"Halifax, Nova Scotia",Cents per litre,134.3,Nova Scotia,Premium
2018-07,"Halifax, Nova Scotia",Cents per litre,135.0,Nova Scotia,Premium
2018-08,"Halifax, Nova Scotia",Cents per litre,132.8,Nova Scotia,Premium
2018-09,"Halifax, Nova Scotia",Cents per litre,132.3,Nova Scotia,Premium
2018-10,"Halifax, Nova Scotia",Cents per litre,131.5,Nova Scotia,Premium
2018-11,"Halifax, Nova Scotia",Cents per litre,116.8,Nova Scotia,Premium
2018-12,"Halifax, Nova Scotia",Cents per litre,108.7,Nova Scotia,Premium
2019-01,"Halifax, Nova Scotia",Cents per litre,107.8,Nova Scotia,Premium
2019-02,"Halifax, Nova Scotia",Cents per litre,112.1,Nova Scotia,Premium
2019-03,"Halifax, Nova Scotia",Cents per litre,125.5,Nova Scotia,Premium
2019-04,"Halifax, Nova Scotia",Cents per litre,136.4,Nova Scotia,Premium
2019-05,"Halifax, Nova Scotia",Cents per litre,134.6,Nova Scotia,Premium
2019-06,"Halifax, Nova Scotia",Cents per litre,119.8,Nova Scotia,Premium
2019-07,"Halifax, Nova Scotia",Cents per litre,128.8,Nova Scotia,Premium
2019-08,"Halifax, Nova Scotia",Cents per litre,123.1,Nova Scotia,Premium
2019-09,"Halifax, Nova Scotia",Cents per litre,121.6,Nova Scotia,Premium
2019-10,"Halifax, Nova Scotia",Cents per litre,122.0,Nova Scotia,Premium
2019-11,"Halifax, Nova Scotia",Cents per litre,122.9,Nova Scotia,Premium
2019-12,"Halifax, Nova Scotia",Cents per litre,121.4,Nova Scotia,Premium
2020-01,"Halifax, Nova Scotia",Cents per litre,121.5,Nova Scotia,Premium
2020-02,"Halifax, Nova Scotia",Cents per litre,116.6,Nova Scotia,Premium
2020-03,"Halifax, Nova Scotia",Cents per litre,94.7,Nova Scotia,Premium
2020-04,"Halifax, Nova Scotia",Cents per litre,76.8,Nova Scotia,Premium
2020-05,"Halifax, Nova Scotia",Cents per litre,87.3,Nova Scotia,Premium
2020-06,"Halifax, Nova Scotia",Cents per litre,98.8,Nova Scotia,Premium
2020-07,"Halifax, Nova Scotia",Cents per litre,105.1,Nova Scotia,Premium
2020-08,"Halifax, Nova Scotia",Cents per litre,103.7,Nova Scotia,Premium
2020-09,"Halifax, Nova Scotia",Cents per litre,103.3,Nova Scotia,Premium
2020-10,"Halifax, Nova Scotia",Cents per litre,103.1,Nova Scotia,Premium
2020-11,"Halifax, Nova Scotia",Cents per litre,100.0,Nova Scotia,Premium
2020-12,"Halifax, Nova Scotia",Cents per litre,105.6,Nova Scotia,Premium
2021-01,"Halifax, Nova Scotia",Cents per litre,116.6,Nova Scotia,Premium
2021-02,"Halifax, Nova Scotia",Cents per litre,124.5,Nova Scotia,Premium
2021-03,"Halifax, Nova Scotia",Cents per litre,134.1,Nova Scotia,Premium
2021-04,"Halifax, Nova Scotia",Cents per litre,134.2,Nova Scotia,Premium
2021-05,"Halifax, Nova Scotia",Cents per litre,136.8,Nova Scotia,Premium
2021-06,"Halifax, Nova Scotia",Cents per litre,138.4,Nova Scotia,Premium
2021-07,"Halifax, Nova Scotia",Cents per litre,144.6,Nova Scotia,Premium
2021-08,"Halifax, Nova Scotia",Cents per litre,143.3,Nova Scotia,Premium
2021-09,"Halifax, Nova Scotia",Cents per litre,144.4,Nova Scotia,Premium
2021-10,"Halifax, Nova Scotia",Cents per litre,151.6,Nova Scotia,Premium
2021-11,"Halifax, Nova Scotia",Cents per litre,150.2,Nova Scotia,Premium
2021-12,"Halifax, Nova Scotia",Cents per litre,140.0,Nova Scotia,Premium
2022-01,"Halifax, Nova Scotia",Cents per litre,150.7,Nova Scotia,Premium
2022-02,"Halifax, Nova Scotia",Cents per litre,163.2,Nova Scotia,Premium
2022-03,"Halifax, Nova Scotia",Cents per litre,180.4,Nova Scotia,Premium
2022-04,"Halifax, Nova Scotia",Cents per litre,178.5,Nova Scotia,Premium
2022-05,"Halifax, Nova Scotia",Cents per litre,205.1,Nova Scotia,Premium
2022-06,"Halifax, Nova Scotia",Cents per litre,217.4,Nova Scotia,Premium
2022-07,"Halifax, Nova Scotia",Cents per litre,196.4,Nova Scotia,Premium
2022-08,"Halifax, Nova Scotia",Cents per litre,179.5,Nova Scotia,Premium
2022-09,"Halifax, Nova Scotia",Cents per litre,162.8,Nova Scotia,Premium
2022-10,"Halifax, Nova Scotia",Cents per litre,176.5,Nova Scotia,Premium
2022-11,"Halifax, Nova Scotia",Cents per litre,179.6,Nova Scotia,Premium
2022-12,"Halifax, Nova Scotia",Cents per litre,153.2,Nova Scotia,Premium
2023-01,"Halifax, Nova Scotia",Cents per litre,160.5,Nova Scotia,Premium
2023-02,"Halifax, Nova Scotia",Cents per litre,160.6,Nova Scotia,Premium
2023-03,"Halifax, Nova Scotia",Cents per litre,159.2,Nova Scotia,Premium
2023-04,"Halifax, Nova Scotia",Cents per litre,172.4,Nova Scotia,Premium
2023-05,"Halifax, Nova Scotia",Cents per litre,160.6,Nova Scotia,Premium
2023-06,"Halifax, Nova Scotia",Cents per litre,162.3,Nova Scotia,Premium
2023-07,"Halifax, Nova Scotia",Cents per litre,183.9,Nova Scotia,Premium
2023-08,"Halifax, Nova Scotia",Cents per litre,194.2,Nova Scotia,Premium
2023-09,"Halifax, Nova Scotia",Cents per litre,195.2,Nova Scotia,Premium
2023-10,"Halifax, Nova Scotia",Cents per litre,178.9,Nova Scotia,Premium
2023-11,"Halifax, Nova Scotia",Cents per litre,172.3,Nova Scotia,Premium
2023-12,"Halifax, Nova Scotia",Cents per litre,164.6,Nova Scotia,Premium
2024-01,"Halifax, Nova Scotia",Cents per litre,165.5,Nova Scotia,Premium
2024-02,"Halifax, Nova Scotia",Cents per litre,172.8,Nova Scotia,Premium
2024-03,"Halifax, Nova Scotia",Cents per litre,177.2,Nova Scotia,Premium
2024-04,"Halifax, Nova Scotia",Cents per litre,190.6,Nova Scotia,Premium
2024-05,"Halifax, Nova Scotia",Cents per litre,192.6,Nova Scotia,Premium
2024-06,"Halifax, Nova Scotia",Cents per litre,184.4,Nova Scotia,Premium
2024-07,"Halifax, Nova Scotia",Cents per litre,186.7,Nova Scotia,Premium
2014-03,"Saint John, New Brunswick",Cents per litre,142.1,New Brunswick,Premium
2014-04,"Saint John, New Brunswick",Cents per litre,140.5,New Brunswick,Premium
2014-05,"Saint John, New Brunswick",Cents per litre,142.8,New Brunswick,Premium
2014-06,"Saint John, New Brunswick",Cents per litre,140.2,New Brunswick,Premium
2014-07,"Saint John, New Brunswick",Cents per litre,140.9,New Brunswick,Premium
2014-08,"Saint John, New Brunswick",Cents per litre,135.5,New Brunswick,Premium
2014-09,"Saint John, New Brunswick",Cents per litre,136.8,New Brunswick,Premium
2014-10,"Saint John, New Brunswick",Cents per litre,135.0,New Brunswick,Premium
2014-11,"Saint John, New Brunswick",Cents per litre,123.2,New Brunswick,Premium
2014-12,"Saint John, New Brunswick",Cents per litre,113.0,New Brunswick,Premium
2015-01,"Saint John, New Brunswick",Cents per litre,98.7,New Brunswick,Premium
2015-02,"Saint John, New Brunswick",Cents per litre,103.8,New Brunswick,Premium
2015-03,"Saint John, New Brunswick",Cents per litre,111.5,New Brunswick,Premium
2015-04,"Saint John, New Brunswick",Cents per litre,113.7,New Brunswick,Premium
2015-05,"Saint John, New Brunswick",Cents per litre,120.7,New Brunswick,Premium
2015-06,"Saint John, New Brunswick",Cents per litre,124.9,New Brunswick,Premium
2015-07,"Saint John, New Brunswick",Cents per litre,124.4,New Brunswick,Premium
2015-08,"Saint John, New Brunswick",Cents per litre,117.8,New Brunswick,Premium
2015-09,"Saint John, New Brunswick",Cents per litre,110.7,New Brunswick,Premium
2015-10,"Saint John, New Brunswick",Cents per litre,105.5,New Brunswick,Premium
2015-11,"Saint John, New Brunswick",Cents per litre,105.4,New Brunswick,Premium
2015-12,"Saint John, New Brunswick",Cents per litre,104.4,New Brunswick,Premium
2016-01,"Saint John, New Brunswick",Cents per litre,99.9,New Brunswick,Premium
2016-02,"Saint John, New Brunswick",Cents per litre,94.2,New Brunswick,Premium
2016-03,"Saint John, New Brunswick",Cents per litre,93.5,New Brunswick,Premium
2016-04,"Saint John, New Brunswick",Cents per litre,104.8,New Brunswick,Premium
2016-05,"Saint John, New Brunswick",Cents per litre,108.1,New Brunswick,Premium
2016-06,"Saint John, New Brunswick",Cents per litre,111.0,New Brunswick,Premium
2016-07,"Saint John, New Brunswick",Cents per litre,106.4,New Brunswick,Premium
2016-08,"Saint John, New Brunswick",Cents per litre,104.6,New Brunswick,Premium
2016-09,"Saint John, New Brunswick",Cents per litre,109.9,New Brunswick,Premium
2016-10,"Saint John, New Brunswick",Cents per litre,112.2,New Brunswick,Premium
2016-11,"Saint John, New Brunswick",Cents per litre,111.6,New Brunswick,Premium
2016-12,"Saint John, New Brunswick",Cents per litre,113.0,New Brunswick,Premium
2017-01,"Saint John, New Brunswick",Cents per litre,119.0,New Brunswick,Premium
2017-02,"Saint John, New Brunswick",Cents per litre,113.8,New Brunswick,Premium
2017-03,"Saint John, New Brunswick",Cents per litre,111.5,New Brunswick,Premium
2017-04,"Saint John, New Brunswick",Cents per litre,118.1,New Brunswick,Premium
2017-05,"Saint John, New Brunswick",Cents per litre,115.0,New Brunswick,Premium
2017-06,"Saint John, New Brunswick",Cents per litre,113.0,New Brunswick,Premium
2017-07,"Saint John, New Brunswick",Cents per litre,110.3,New Brunswick,Premium
2017-08,"Saint John, New Brunswick",Cents per litre,114.4,New Brunswick,Premium
2017-09,"Saint John, New Brunswick",Cents per litre,122.5,New Brunswick,Premium
2017-10,"Saint John, New Brunswick",Cents per litre,115.1,New Brunswick,Premium
2017-11,"Saint John, New Brunswick",Cents per litre,122.8,New Brunswick,Premium
2017-12,"Saint John, New Brunswick",Cents per litre,119.7,New Brunswick,Premium
2018-01,"Saint John, New Brunswick",Cents per litre,121.6,New Brunswick,Premium
2018-02,"Saint John, New Brunswick",Cents per litre,121.3,New Brunswick,Premium
2018-03,"Saint John, New Brunswick",Cents per litre,121.2,New Brunswick,Premium
2018-04,"Saint John, New Brunswick",Cents per litre,130.2,New Brunswick,Premium
2018-05,"Saint John, New Brunswick",Cents per litre,136.6,New Brunswick,Premium
2018-06,"Saint John, New Brunswick",Cents per litre,133.5,New Brunswick,Premium
2018-07,"Saint John, New Brunswick",Cents per litre,134.6,New Brunswick,Premium
2018-08,"Saint John, New Brunswick",Cents per litre,134.3,New Brunswick,Premium
2018-09,"Saint John, New Brunswick",Cents per litre,134.7,New Brunswick,Premium
2018-10,"Saint John, New Brunswick",Cents per litre,134.0,New Brunswick,Premium
2018-11,"Saint John, New Brunswick",Cents per litre,121.1,New Brunswick,Premium
2018-12,"Saint John, New Brunswick",Cents per litre,113.1,New Brunswick,Premium
2019-01,"Saint John, New Brunswick",Cents per litre,109.9,New Brunswick,Premium
2019-02,"Saint John, New Brunswick",Cents per litre,111.4,New Brunswick,Premium
2019-03,"Saint John, New Brunswick",Cents per litre,121.8,New Brunswick,Premium
2019-04,"Saint John, New Brunswick",Cents per litre,137.2,New Brunswick,Premium
2019-05,"Saint John, New Brunswick",Cents per litre,137.8,New Brunswick,Premium
2019-06,"Saint John, New Brunswick",Cents per litre,126.4,New Brunswick,Premium
2019-07,"Saint John, New Brunswick",Cents per litre,131.5,New Brunswick,Premium
2019-08,"Saint John, New Brunswick",Cents per litre,127.5,New Brunswick,Premium
2019-09,"Saint John, New Brunswick",Cents per litre,125.6,New Brunswick,Premium
2019-10,"Saint John, New Brunswick",Cents per litre,125.8,New Brunswick,Premium
2019-11,"Saint John, New Brunswick",Cents per litre,126.5,New Brunswick,Premium
2019-12,"Saint John, New Brunswick",Cents per litre,126.0,New Brunswick,Premium
2020-01,"Saint John, New Brunswick",Cents per litre,125.3,New Brunswick,Premium
2020-02,"Saint John, New Brunswick",Cents per litre,120.7,New Brunswick,Premium
2020-03,"Saint John, New Brunswick",Cents per litre,102.5,New Brunswick,Premium
2020-04,"Saint John, New Brunswick",Cents per litre,79.7,New Brunswick,Premium
2020-05,"Saint John, New Brunswick",Cents per litre,88.3,New Brunswick,Premium
2020-06,"Saint John, New Brunswick",Cents per litre,98.6,New Brunswick,Premium
2020-07,"Saint John, New Brunswick",Cents per litre,104.3,New Brunswick,Premium
2020-08,"Saint John, New Brunswick",Cents per litre,103.4,New Brunswick,Premium
2020-09,"Saint John, New Brunswick",Cents per litre,103.5,New Brunswick,Premium
2020-10,"Saint John, New Brunswick",Cents per litre,103.4,New Brunswick,Premium
2020-11,"Saint John, New Brunswick",Cents per litre,100.7,New Brunswick,Premium
2020-12,"Saint John, New Brunswick",Cents per litre,105.6,New Brunswick,Premium
2021-01,"Saint John, New Brunswick",Cents per litre,113.0,New Brunswick,Premium
2021-02,"Saint John, New Brunswick",Cents per litre,119.2,New Brunswick,Premium
2021-03,"Saint John, New Brunswick",Cents per litre,130.0,New Brunswick,Premium
2021-04,"Saint John, New Brunswick",Cents per litre,132.6,New Brunswick,Premium
2021-05,"Saint John, New Brunswick",Cents per litre,135.3,New Brunswick,Premium
2021-06,"Saint John, New Brunswick",Cents per litre,136.8,New Brunswick,Premium
2021-07,"Saint John, New Brunswick",Cents per litre,142.5,New Brunswick,Premium
2021-08,"Saint John, New Brunswick",Cents per litre,142.1,New Brunswick,Premium
2021-09,"Saint John, New Brunswick",Cents per litre,143.5,New Brunswick,Premium
2021-10,"Saint John, New Brunswick",Cents per litre,149.7,New Brunswick,Premium
2021-11,"Saint John, New Brunswick",Cents per litre,149.4,New Brunswick,Premium
2021-12,"Saint John, New Brunswick",Cents per litre,142.3,New Brunswick,Premium
2022-01,"Saint John, New Brunswick",Cents per litre,147.2,New Brunswick,Premium
2022-02,"Saint John, New Brunswick",Cents per litre,158.7,New Brunswick,Premium
2022-03,"Saint John, New Brunswick",Cents per litre,175.1,New Brunswick,Premium
2022-04,"Saint John, New Brunswick",Cents per litre,179.9,New Brunswick,Premium
2022-05,"Saint John, New Brunswick",Cents per litre,200.0,New Brunswick,Premium
2022-06,"Saint John, New Brunswick",Cents per litre,218.1,New Brunswick,Premium
2022-07,"Saint John, New Brunswick",Cents per litre,199.5,New Brunswick,Premium
2022-08,"Saint John, New Brunswick",Cents per litre,184.2,New Brunswick,Premium
2022-09,"Saint John, New Brunswick",Cents per litre,165.7,New Brunswick,Premium
2022-10,"Saint John, New Brunswick",Cents per litre,176.2,New Brunswick,Premium
2022-11,"Saint John, New Brunswick",Cents per litre,181.4,New Brunswick,Premium
2022-12,"Saint John, New Brunswick",Cents per litre,156.7,New Brunswick,Premium
2023-01,"Saint John, New Brunswick",Cents per litre,164.7,New Brunswick,Premium
2023-02,"Saint John, New Brunswick",Cents per litre,166.1,New Brunswick,Premium
2023-03,"Saint John, New Brunswick",Cents per litre,164.1,New Brunswick,Premium
2023-04,"Saint John, New Brunswick",Cents per litre,176.7,New Brunswick,Premium
2023-05,"Saint John, New Brunswick",Cents per litre,166.5,New Brunswick,Premium
